Title,Issue Number,Issue Name,Publisher,Cover Date Month,Cover Date Year,Writer(s),Penciller(s),Inker(s)
"The Amazing Spider-Man (2014)","#16","","Marvel"," May","2015","Dan Slott, Christos N. Gage","Humberto Ramos","Victor Olazaba - 'Vinktor'"
"The Amazing Spider-Man (2014)","#17","","Marvel"," June","2015","Dan Slott, Christos N. Gage","Humberto Ramos","Victor Olazaba - 'Vinktor'"
"The Amazing Spider-Man (2014)","#18","","Marvel"," July","2015","Dan Slott, Christos N. Gage","Humberto Ramos","Victor Olazaba - 'Vinktor'"
"The Amazing Spider-Man (1963)","#700","","Marvel"," February","2013","Dan Slott, John Marc 'J.M.' DeMatteis, Jen Van Meter, Ellie Pyle","Humberto Ramos, Steve Ditko, Marcos Martin, Humberto Ramos, Joe Quesada, Olivier Coipel, Giuseppe Camuncoli - 'Cammo', Stephanie Buscema, various","Victor Olazaba - 'Vinktor', Marcos Martin, Steve Ditko, Humberto Ramos, Danny K. Miki, Olivier Coipel, Sal Buscema, Stephanie Buscema"
"The Autumnlands: Tooth & Claw (2014)","#1","In the Seventeenth City","Image Comics"," November","2014","Kurt Busiek","Benjamin Dewey","Benjamin Dewey"
"The Bounce (2013)","#1","Book One","Image Comics"," May","2013","Joe Casey - '(writer)'","David Messina","David Messina"
"The Bounce (2013)","#2","Book Two","Image Comics"," June","2013","Joe Casey - '(writer)'","David Messina","David Messina"
"The Fade Out (2014)","#1","","Image Comics"," August","2014","","Sean Phillips","Sean Phillips"
"The Goddamned (2015)","#1","Before the Flood Part One: The Mark of Cain","Image Comics"," November","2015","Jason Aaron","R.M. Guera - 'Rajko Miloševi&#263;-Gera'","R.M. Guera - 'Rajko Miloševi&#263;-Gera'"
"The Goddamned (2015)","#2","Before the Flood Part Two: The Beasts of the Field","Image Comics"," December","2015","Jason Aaron","R.M. Guera - 'Rajko Miloševi&#263;-Gera'","R.M. Guera - 'Rajko Miloševi&#263;-Gera'"
"The Goddamned (2015)","#3","Before the Flood Part Three: The Children of Eden","Image Comics"," February","2016","Jason Aaron","R.M. Guera - 'Rajko Miloševi&#263;-Gera'","R.M. Guera - 'Rajko Miloševi&#263;-Gera'"
"The Goddamned (2015)","#4","Before the Flood Part Four: The Covenant of Noah","Image Comics"," June","2016","Jason Aaron","R.M. Guera - 'Rajko Miloševi&#263;-Gera'","R.M. Guera - 'Rajko Miloševi&#263;-Gera'"
"The Massive (2012)","#1","Landfall: ""Kamchatka""","Dark Horse Comics"," June","2012","Brian Wood","Kristian Donaldson","Kristian Donaldson"
"The Massive (2012)","#2","Landfall: ""HK""","Dark Horse Comics"," July","2012","Brian Wood","Kristian Donaldson","Kristian Donaldson"
"The Massive (2012)","#3","Landfall: ""Unalaska""","Dark Horse Comics"," August","2012","Brian Wood","Kristian Donaldson","Kristian Donaldson"
"The Multiversity (2014)","#1","House of Heroes","DC Comics"," October","2014","Grant Morrison","Ivan Reis - 'Rodrigo Ivan dos Reis'","Joe Prado"
"The Multiversity (2014)","#2","Superjudge","DC Comics"," June","2015","Grant Morrison","Ivan Reis - 'Rodrigo Ivan dos Reis'","Joe Prado, Jaime Mendoza, Eber Ferreira"
"The Multiversity: Guidebook (2015)","#1","","DC Comics"," March","2015","Grant Morrison","Scott Alan McDaniel, Marcus To, Paulo Vilarinho Siqueira - 'Paulo Siqueira', Rian Hughes, Brett Booth, Gary Frank, Nicola Scott, David Finch, Juan Jose Ryp, Cameron Stewart, Marcus To, Joe Prado, Bryan Hitch, Dan Jurgens, Mike Hawthorne, Emanuela Lupacchino, Jake Wyatt, Jae Lee, Joe Prado, Ben Oliver, Kalman Andrasofszky, Andrew C. Robinson, Giuseppe Camuncoli - 'Cammo', Chris Sprouse, Darwyn Cooke, Yildiray Cinar - 'Y&#305;ld&#305;ray Ç&#305;nar', Gene Ha, Chris Burnham, Declan Shalvey, Declan Shalvey, Yildiray Cinar - 'Y&#305;ld&#305;ray Ç&#305;nar', Todd Nauck, Bryan Hitch, Jeff Johnson - 'Angel Warrior', Giuseppe Camuncoli - 'Cammo', Evan Shaner - 'Doc Shaner', Jed Dougherty, Jon Bogdanove, Marcus To, Chris Sprouse, Mike Hawthorne, Marcus To, Kelley Jones, Duncan Rouleau, Andy MacDonald, Scott Hepburn, Giuseppe Camuncoli - 'Cammo', Jake Wyatt, Paulo Vilarinho Siqueira - 'Paulo Siqueira'","Marcus To, Paulo Vilarinho Siqueira - 'Paulo Siqueira', Rian Hughes, Norm Rapmund, Gary Frank, Trevor Scott, David Finch, Juan Jose Ryp, Cameron Stewart, Marcus To, Joe Prado, Bryan Hitch, Norm Rapmund, Mike Hawthorne, Emanuela Lupacchino, Jake Wyatt, Jae Lee, Joe Prado, Ben Oliver, Kalman Andrasofszky, Andrew C. Robinson, Richard Friend, Karl C. Story, Darwyn Cooke, Yildiray Cinar - 'Y&#305;ld&#305;ray Ç&#305;nar', Gene Ha, Chris Burnham, Declan Shalvey, Declan Shalvey, Yildiray Cinar - 'Y&#305;ld&#305;ray Ç&#305;nar', Todd Nauck, Bryan Hitch, Jeff Johnson - 'Angel Warrior', Richard Friend, Evan Shaner - 'Doc Shaner', Jed Dougherty, Jon Bogdanove, Marcus To, Karl C. Story, Mike Hawthorne, Marcus To, Kelley Jones, Duncan Rouleau, Andy MacDonald, Scott Hepburn, Richard Friend, Jake Wyatt, Paulo Vilarinho Siqueira - 'Paulo Siqueira'"
"The Multiversity: Mastermen (2015)","#1","Splendour Falls","DC Comics"," April","2015","Grant Morrison","Jim Lee","Scott Williams, Mark John Irwin, Sandra Hope-Archer, Jonathan Glapion"
"The Multiversity: Pax Americana (2015)","#1","In Which We Burn","DC Comics"," January","2015","Grant Morrison","Frank Quitely - 'Vincent Deighan'","Frank Quitely - 'Vincent Deighan'"
"The Multiversity: The Just (2014)","#1","#earthme","DC Comics"," December","2014","Grant Morrison","Ben Oliver","Ben Oliver"
"The Multiversity: The Society of Super-Heroes: Conquerors of the Counter-World (2014)","#1","Conquerors from the Counter-World","DC Comics"," November","2014","Grant Morrison","Chris Sprouse","Walden Wong, Karl C. Story"
"The Multiversity: Thunderworld Adventures (2015)","#1","Captain Marvel and the Day That Never Was!","DC Comics"," February","2015","Grant Morrison","Cameron Stewart","Cameron Stewart"
"The Multiversity: Ultra Comics (2015)","#1","Ultra Comics Lives!","DC Comics"," May","2015","Grant Morrison","Doug Mahnke","Jaime Mendoza, Mark John Irwin, Keith C. Champagne, Christian Alamy"
"The Punisher (2014)","#1","Memento Mori","Marvel"," April","2014","Nathan Edmondson","Mitch Gerads","Mitch Gerads"
"The Sculptor (2015)","OGN HC","The Sculptor","Roaring Brook Press"," ","2015","Scott McCloud","Scott McCloud","Scott McCloud"
"The Spire (2015)","#1","","Boom! Studios | Boom! Entertainment, Inc."," July","2015","Simon Spurrier","Jeff Stokely","Jeff Stokely"
"The Superior Foes of Spider-Man (2013)","#1","","Marvel"," September","2013","Nick Spencer","Steve Lieber","Steve Lieber"
"The True Lives of the Fabulous Killjoys (2013)","#1","Chapter 1: Whatever Gets You Through The Night","Dark Horse Comics"," June","2013","Gerard Arthur Way, Shaun Simon","Becky Cloonan","Becky Cloonan"
"The True Lives of the Fabulous Killjoys (2013)","#2","Chapter 2: Ghost Stations","Dark Horse Comics"," July","2013","Gerard Arthur Way, Shaun Simon","Becky Cloonan","Becky Cloonan"
"The Ultimates (2016)","#6","The Rock and the Mountain","Marvel"," June","2016","Al Ewing","Christian Ward","Christian Ward"
"The Unbeatable Squirrel Girl (2015)","#1","","Marvel"," March","2015","Ryan North","Erica Henderson, Maris Wicks","Maris Wicks, Erica Henderson"
"The Unbeatable Squirrel Girl [II] (2015)","#1","","Marvel"," December","2015","Ryan North","Joe Morris, Erica Henderson","Joe Morris, Erica Henderson"
"The Unbeatable Squirrel Girl [II] (2015)","#2","","Marvel"," January","2016","Ryan North","Chip Zdarsky, David Robbins, Erica Henderson, Matt Digges","Chip Zdarsky, David Robbins, Erica Henderson, Matt Digges"
"The Uncanny Inhumans (2015)","#0","","Marvel"," June","2015","Charles D. Soule, Ryan David Stegman","Steve McNiven, Ryan Lee","Jay Leisten, Ryan Lee"
"The Valiant (2014)","#1","Book One","Valiant Entertainment"," December","2014","Jeff Lemire, Matt Kindt","Paolo Manuel Rivera","Paolo Manuel Rivera"
"The Valiant (2014)","#2","Book Two","Valiant Entertainment"," January","2015","Matt Kindt","Paolo Manuel Rivera, Jeff Lemire","Paolo Manuel Rivera"
"The Wake (2013)","HC","The Wake","DC Comics"," ","2014","Scott Snyder","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"The Wake (2013)","#1","","DC Comics"," July","2013","Scott Snyder","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"The Wake (2013)","#2","","DC Comics"," August","2013","Scott Snyder","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"The Wake (2013)","#3","","DC Comics"," September","2013","Scott Snyder","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"The Walking Dead (2003)","#100","Something To Fear, Part Four","Image Comics"," July","2012","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#101","Something To Fear, Part Five","Image Comics"," August","2012","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#102","Something To Fear, Part Six","Image Comics"," September","2012","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#103","Abandon All Hope, Part One","Image Comics"," October","2012","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#104","Abandon All Hope, Part Two","Image Comics"," November","2012","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#105","Abandon All Hope, Part Three","Image Comics"," December","2012","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#106","Abandon All Hope, Part Four","Image Comics"," January","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#107","Abandon All Hope, Part Five","Image Comics"," February","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#108","Abandon All Hope, Part Six","Image Comics"," March","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#109","March To War, Part 1 of 6","Image Comics"," April","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#110","March To War, Part 2 of 6","Image Comics"," May","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#111","March To War, Part 3 of 6","Image Comics"," June","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#112","March To War, Part 4 of 6","Image Comics"," July","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#113","March To War, Part 5 of 6","Image Comics"," August","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#114","March To War, Part 6 of 6","Image Comics"," September","2013","Robert Kirkman","Charlie Adlard","Charlie Adlard"
"The Walking Dead (2003)","#115","All Out War, Chapter 1 of 12","Image Comics"," October","2013","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#116","All Out War, Chapter 2 of 12","Image Comics"," November","2013","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#117","All Out War, Chapter 3 of 12","Image Comics"," November","2013","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#118","All Out War, Chapter 4 of 12","Image Comics"," December","2013","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#119","All Out War, Chapter 5 of 12","Image Comics"," January","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#120","All Out War, Chapter 6 of 12","Image Comics"," January","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#121","All Out War, Chapter 7 of 12","Image Comics"," February","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#122","All Out War, Chapter 8 of 12","Image Comics"," February","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#123","All Out War, Chapter 9 of 12","Image Comics"," March","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#124","All Out War, Chapter 10 of 12","Image Comics"," March","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#125","All Out War, Chapter 11 of 12","Image Comics"," April","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#126","All Out War, Chapter 12 of 12","Image Comics"," April","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#127","A New Beginning","Image Comics"," May","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#128","After All This Time, She Should Be More Prepared","Image Comics"," June","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#129","Even Now, They Find New Ways to Dispose of the Dead","Image Comics"," July","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#130","There Were Whispers and I Was Afraid","Image Comics"," August","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#131","A Journey Begins","Image Comics"," September","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#132","Happiness","Image Comics"," October","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#133","Impending Doom","Image Comics"," October","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#134","From Whispers to Screams","Image Comics"," November","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#135","Face to Face","Image Comics"," December","2014","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#136","Found","Image Comics"," January","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#137","A Future Uncertain","Image Comics"," February","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#138","Confrontation","Image Comics"," March","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#139","From the Edge of the World","Image Comics"," March","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#140","Life and Death","Image Comics"," April","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#141","Opportunity","Image Comics"," May","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#142","A Gathering","Image Comics"," June","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#143","A Union ","Image Comics"," June","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#144","...","Image Comics"," July","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#145","Blood for Blood","Image Comics"," August","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#146","A Breaking Point Reached","Image Comics"," September","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#147","Out in the Open","Image Comics"," October","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#148","No Turning Back","Image Comics"," November","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#149","The Devil on Your Shoulder","Image Comics"," December","2015","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#150","Betrayed","Image Comics"," January","2016","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#151","Call to Arms","Image Comics"," February","2016","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#152","United in fear","Image Comics"," March","2016","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#153","Heavy Hangs the Head","Image Comics"," April","2016","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Walking Dead (2003)","#157","The Whisperer War Part 1 of 6","Image Comics"," August","2016","Robert Kirkman","Charlie Adlard","Stefano Gaudiano"
"The Wicked + The Divine (2014)","#1","","Image Comics"," June","2014","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#2","","Image Comics"," July","2014","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#3","","Image Comics"," August","2014","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#4","","Image Comics"," September","2014","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#5","","Image Comics"," October","2014","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#6","","Image Comics"," December","2014","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#7","","Image Comics"," January","2015","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#8","","Image Comics"," February","2015","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#9","","Image Comics"," March","2015","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#10","","Image Comics"," May","2015","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#11","","Image Comics"," June","2015","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#12","","Image Comics"," July","2015","Kieron Gillen","Jamie McKelvie, Kate Brown","Jamie McKelvie, Kate Brown"
"The Wicked + The Divine (2014)","#13","","Image Comics"," August","2015","Kieron Gillen","Tula Lotay, Jamie McKelvie","Tula Lotay, Jamie McKelvie"
"The Wicked + The Divine (2014)","#14","","Image Comics"," September","2015","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#15","","Image Comics"," October","2015","Kieron Gillen","Jamie McKelvie, Stephanie Hans","Jamie McKelvie, Stephanie Hans"
"The Wicked + The Divine (2014)","#16","","Image Comics"," November","2015","Kieron Gillen","Jamie McKelvie, Leila Del Duca","Jamie McKelvie, Leila Del Duca"
"The Wicked + The Divine (2014)","#17","","Image Comics"," December","2015","Kieron Gillen","Brandon Graham, Jamie McKelvie","Brandon Graham, Jamie McKelvie"
"The Wicked + The Divine (2014)","#18","","Image Comics"," April","2016","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#19","","Image Comics"," May","2016","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#20","","Image Comics"," June","2016","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#21","","Image Comics"," July","2016","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#22","","Image Comics"," August","2016","Kieron Gillen","Jamie McKelvie","Jamie McKelvie"
"The Wicked + The Divine (2014)","#23","","Image Comics"," November","2016","Leigh Alexander, Mary H.K. Choi, Kieron Gillen, Ezekiel Kweku, Dorian Lynskey, Laurie Penny","Jamie McKelvie, Kevin Wada","Jamie McKelvie, Kevin Wada"
"The Woods (2014)","#1","","Boom! Studios | Boom! Entertainment, Inc."," May","2014","James Tynion IV","Michael Dialynas","Michael Dialynas"
"They're Not Like Us (2014)","TPB vol. 01","Black Holes for the Young","Image Comics"," July","2015","Eric Stephenson","Simon Gane",""
"This One Summer (2014)","OGN SC","This One Summer","Roaring Brook Press"," April","2014","Mariko Tamaki","Jillian Tamaki","Jillian Tamaki"
"Thor (2014)","#1","""If He Be Worthy""","Marvel"," December","2014","Jason Aaron","Russell Dauterman","Russell Dauterman"
"Thor (2014)","#2","The Goddess of Thunder","Marvel"," January","2015","Jason Aaron","Russell Dauterman","Russell Dauterman"
"Thor: God of Thunder (2012)","HC vol. 01","The God Butcher","Marvel"," ","2013","Jason Aaron","Esad T. Ribic","Esad T. Ribic"
"Thors (2015)","#1","","Marvel"," August","2015","Jason Aaron","Chris Sprouse","Karl C. Story"
"Thors (2015)","#2","The Jane Foster Murders","Marvel"," September","2015","Jason Aaron","Chris Sprouse, Goran Sudžuka","Karl C. Story, Dexter Vines"
"Tokyo Ghost (2015)","#1","This One Last Job","Image Comics"," September","2015","Rick Remender","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"Tokyo Ghost (2015)","#2","The Human Resistance is Failing","Image Comics"," October","2015","Rick Remender","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"Tokyo Ghost (2015)","#3","Pretty Appealing","Image Comics"," November","2015","Rick Remender","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"Tokyo Ghost (2015)","#4","Tin Flower Dent","Image Comics"," December","2015","Rick Remender","Sean Gordon Murphy - 'Sean Gordon'","Sean Gordon Murphy - 'Sean Gordon'"
"Tokyopop Presents: King City (2008)","TPB","","Image Comics"," March","2012","Brandon Graham, Thomas Herpich - 'Tom Herpich', Marian Churchland, James Stokoe","Brandon Graham, Thomas Herpich - 'Tom Herpich', Marian Churchland, James Stokoe","Brandon Graham, Thomas Herpich - 'Tom Herpich', Marian Churchland, James Stokoe"
"Trillium (2013)","#1","Chapter 1: The Scientist/The Soldier","DC Comics"," October","2013","Jeff Lemire","Jeff Lemire","Jeff Lemire"
"Trillium (2013)","#2","Chapter 2: Binary Systems","DC Comics"," November","2013","Jeff Lemire","Jeff Lemire","Jeff Lemire"
"Trillium (2013)","#3","Chapter 3: Telemetry","DC Comics"," December","2013","Jeff Lemire","Jeff Lemire","Jeff Lemire"
"Ultimate Comics Spider-Man (2011)","#1","","Marvel"," September","2011","Brian Michael Bendis","Sara Pichelli","Sara Pichelli"
"Ultimate Comics Spider-Man (2011)","#2","","Marvel"," November","2011","Brian Michael Bendis","Sara Pichelli","Sara Pichelli"
"Ultimate Comics Spider-Man (2011)","#13","Divided We Fall Part One","Marvel"," October","2012","Brian Michael Bendis","David Marquez","David Marquez"
"Ultimate End (2015)","#1","","Marvel"," July","2015","Brian Michael Bendis","Mark Bagley","Scott Hanna"
"Ultimate Spider-Man (2000)","#200","","Marvel"," June","2014","Brian Michael Bendis","Sara Pichelli, David Marquez, David Lafuente, Mark Brooks, Mark Bagley","Sara Pichelli, David Marquez, David Lafuente, Andrew 'Drew' Hennessy, Mark Brooks"
"Uncanny Avengers (2012)","#1","New Union","Marvel"," December","2012","Rick Remender","John Cassaday","John Cassaday"
"Uncanny Avengers (2012)","#2","Skullduggery","Marvel"," January","2013","Rick Remender","John Cassaday","John Cassaday"
"Uncanny Avengers (2012)","#3","Skull & Bones","Marvel"," March","2013","Rick Remender","John Cassaday","John Cassaday"
"Uncanny Avengers (2012)","#4","Thunder","Marvel"," April","2013","Rick Remender","John Cassaday","John Cassaday"
"Uncanny Avengers (2012)","#5","Let The Good Times Roll","Marvel"," May","2013","Rick Remender","Olivier Coipel","Mark Morales"
"Uncanny Avengers (2012)","#6","The Apocalypse Twins, Part One","Marvel"," June","2013","Rick Remender","Daniel Acuña - 'Daniel Acuña Perez'","Daniel Acuña - 'Daniel Acuña Perez'"
"Uncanny Avengers (2012)","#7","The Apocalypse Twins, Part Two","Marvel"," June","2013","Rick Remender","Daniel Acuña - 'Daniel Acuña Perez'","Daniel Acuña - 'Daniel Acuña Perez'"
"Uncanny Avengers (2012)","#8","","Marvel"," July","2013","Rick Remender","Daniel Acuña - 'Daniel Acuña Perez'","Daniel Acuña - 'Daniel Acuña Perez'"
"Uncanny Avengers (2012)","#8 AU","","Marvel"," July","2013","Rick Remender, Gerry Duggan","Adam Kubert","Adam Kubert"
"Uncanny Avengers (2012)","#9","","Marvel"," August","2013","Rick Remender","Daniel Acuña - 'Daniel Acuña Perez'","Daniel Acuña - 'Daniel Acuña Perez'"
"Uncanny Avengers: Ultron Forever (2015)","#1","Ultron Forever Part Three of Three","Marvel"," July","2015","Al Ewing","Alan Davis","Mark Farmer"
"Uncanny X-Force (2013)","#1","Let It Bleed","Marvel"," March","2013","Sam Humphries","Ron Garney","Danny K. Miki"
"Uncharted (2012)","#1","","DC Comics"," January","2012","Joshua Williamson","Sergio Sandoval","Pol Gas"
"Velvet (2013)","#1","Before The Living End","Image Comics"," October","2013","Ed Brubaker, Jess Nevins","Steve Epting","Steve Epting"
"Vertigo Quarterly CMYK (2014)","#1","Cyan","DC Comics"," June","2014","Shaun Simon, Ken Garing, Joe Keatinge, Lee Garbett, Amy Chu, Montynero, Cristiane Peter - 'Cris Peter', Ana Koehler, Robert 'Rob' Rodi, James Tynion IV, Fábio Moon","Tony Akins, Ken Garing, Mark Simpson - 'Jock', Alitha E. Martinez, Al Davison, Ana Koehler, Javier 'Javi' Fernandez, Martín Morazzo, Fábio Moon","Tony Akins, Ken Garing, Mark Simpson - 'Jock', Alitha E. Martinez, Al Davison, Ana Koehler, Javier 'Javi' Fernandez, Martín Morazzo, Fábio Moon"
"Vision (2016)","#1","Visions of the Future","Marvel"," January","2016","Tom King [III]","Gabriel Hernandez Walta","Gabriel Hernandez Walta"
"Web Warriors (2016)","#1","","Marvel"," January","2016","Mike Costa, Robbie Thompson, Mike Costa","David Baldeon, Denis Medri, David Baldeon","Scott Hanna, Denis Medri, David Baldeon"
"Weirdworld (2015)","#1","Where Lost Things Go","Marvel"," August","2015","Jason Aaron","Mike del Mundo","Mike del Mundo"
"Weirdworld (2015)","#2","Escape From Apelantis","Marvel"," September","2015","Jason Aaron","Mike del Mundo","Mike del Mundo"
"Weirdworld (2015)","#3","The Coming of the Slayer","Marvel"," October","2015","Jason Aaron","Mike del Mundo","Mike del Mundo"
"Where Monsters Dwell (2015)","#1","1: Let's Fly, Let's Fly Away","Marvel"," July","2015","Garth Ennis","Russell Braun - 'Russ Braun'","Russell Braun - 'Russ Braun'"
"Wolverine MAX (2012)","#1","Permanent Rage Chapter One ","Marvel"," December","2012","Jason Starr","Connor Willumsen, Roland Boschi","Connor Willumsen, Roland Boschi"
"Wolverine MAX (2012)","#2","Permanent Rage Chapter Two","Marvel"," January","2013","Jason Starr","Felix Ruiz, Roland Boschi","Craig S. Yeung, Felix Ruiz"
"Wolverine MAX (2012)","#3","Permanent Rage, Chapter Three","Marvel"," March","2013","Jason Starr","Felix Ruiz, Roland Boschi","Felix Ruiz, Roland Boschi"
"Wolverine MAX (2012)","#4","Permanent Rage Chapter Four","Marvel"," April","2013","Jason Starr","Felix Ruiz, Roland Boschi","Felix Ruiz, Roland Boschi"
"Wolverine MAX (2012)","#5","Permanent Rage Chapter Five","Marvel"," May","2013","Jason Starr","Felix Ruiz, Roland Boschi","Felix Ruiz, Roland Boschi"
"Wonder Woman: Rebirth (2016)","#1","Wonder Woman Rebirth","DC Comics"," August","2016","Greg Rucka","Liam Roger Sharp, Matthew Clark","Liam Roger Sharp, Sean P. Parsons"
"Wytches (2014)","#1","","Image Comics"," October","2014","Scott Snyder","Mark Simpson - 'Jock'","Mark Simpson - 'Jock'"
"Wytches (2014)","#2","","Image Comics"," November","2014","Scott Snyder","Mark Simpson - 'Jock'","Mark Simpson - 'Jock'"
